ad_archive_id,ad_text,lda_topic_keywords,bert_topic_keywords,llm_theme_theme,llm_theme_summ,lda_keywords_llm_truth,bert_keywords_llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth
636203088785253,"Clean Grid Alliance (CGA), is hosting a Solar 101 Event in Sherburn, MN on February 27th. The meeting will feature presentations from solar energy expert Matt Boor and Nathan Dull of the Minnesota Land & Liberty Coalition, about solar energy and its benefits to communities. CGA will conclude with an audience Q&A. All are welcome to attend this free event.  https://shorturl.at/UXmBZ","event, join, register, http, conversation","op, lakes prairies, prairies solar, solar op, prairies, solar 101, lakes, solarunitedneighbors, solar united, united neighbors","**""Solar energy advocacy""**",Solar energy advocacy,Yes,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
1028824718886716,"Curious about sustainability and climate action in your community?

Join us at FoCo EcoFest to explore the Our Climate Future plan, discover local conservation resources, and enjoy interactive presentations and booths.

Plus, don’t miss the Xeriscape Garden Party, featuring the free NoCo Native Plant Swap, water-wise landscaping tips, food trucks, live music, and fun for all ages!

Whether you're interested in native plants, electrification, or climate solutions, EcoFest is your chance to celebrate and support Fort Collins’ sustainable future.

Learn more at fcgov.com/EcoFest","event, join, register, http, conversation",,"**""Climate crisis advocacy""**",Local food advocacy,Yes,Yes,No,No,FALSE,FALSE,TRUE,TRUE
688962873451665,"My second entry for ad contest. Trying to bring as many  eyes as possible to plastic pollution problem.

-

#CuriousRefuge #Vica #refillit #aivideo #midjourney #luma #lumaai","one, people, thing, get, u","plastic, plastics, microplastics, plastic pollution, plastic free, bags, single use, packaging, plasticfreejuly, free july","**""Pro-recycling advocacy""**",Pro-recycling advocacy,No,No,Yes,No,TRUE,TRUE,TRUE,FALSE
1167764197865615,"The impact of Detroit politics on American politics, focusing on the upcoming August primary election featuring a Hollywood star. Hill Harper, who gained insights into community leadership and the Black power base in Detroit while studying at Harvard Law, has decided to run for office. Inspired by legends like Congressman Conyers, Congresswoman Carolyn Cheeks Kilpatrick, and Congressman Charles Diggs, Harper learned about their significant contributions to the city from two classmates. Now, as he raises his son, Harper has chosen to move to Detroit and aims to empower Michigan if elected. We delve into his vision for Detroit and why he believes it's crucial to advocate for the city.","city, resident, council, housing, community",,"**""Local civic engagement""**",Local civic engagement,No,Yes,Yes,Yes,FALSE,FALSE,TRUE,FALSE
723181753391623,HONOR OUR HEROES with massive Memorial Day savings! Get 58% OFF all protein coffee + 4 FREE gifts. Limited time patriotic special - grab yours before they're gone!,"day, book, end, art, enjoy","protein, liver, metabolism, blood, fat, body, brain, naturally, vitamin, mood","**""Oil industry promotion""**",Local food advocacy,No,No,No,No,TRUE,TRUE,FALSE,TRUE
1838353363399637,"🔹 $997  billion spent on defense last year—more than the next 10 nations combined.
🔹 37 million+ Americans lack health insurance.
🔹 700,000+ people are unhoused across the United States. 

This isn’t a coincidence; it’s a choice. Justice Democrats is funding candidates to demand Congress STOP funding perpetual wars and START funding our schools, hospitals, and communities.

Join the fight to reclaim our tax dollars. Donate now to help elect bold working class leaders who will:
✔️ End U.S. military interventions abroad,
✔️ Pass Medicare for All and a Green New Deal,
✔️ Invest in living-wage jobs, childcare, and housing.

If you’re able, can you rush $15?  Every dollar helps us replace war profiteers with peace builders—so we can finally fund the America we deserve.","project, investment, federal, funding, billion",,"**""Pro-climate candidate""**",Pro-infrastructure investment,Yes,Yes,No,No,FALSE,FALSE,TRUE,FALSE
450068944457093,"Bruce had never even read a grant application before he applied for a grant for a city rooftop solar array. It ended in a check for $105,000 and 102 new solar panels. Now, this Georgia resident continues to work for a brighter, healthier world. 🌎 Will you join him?,Bruce had never even read a grant application before he applied for a grant for a city rooftop solar array. It ended in a check for $105,000 and 102 new solar panels. Now, this Georgia resident continues to work for a brighter, healthier world. 🌎 Will you join him?,Bruce had never even read a grant application before he applied for a grant for a city rooftop solar array. It ended in a check for $105,000 and 102 new solar panels. Now, this Georgia resident continues to work for a brighter, healthier world. 🌎 Will you join him?,Bruce had never even read a grant application before he applied for a grant for a city rooftop solar array. It ended in a check for $105,000 and 102 new solar panels. Now, this Georgia resident continues to work for a brighter, healthier world. 🌎 Will you join him?","solar, panel, home, must, get",,"**""Pro-solar advocacy""**",Solar energy advocacy,Yes,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE
784429450859036,"🍳 If you love shrimp and grits come try our restaurant! Georgia's First All Pink Breakfast Cafe in Douglasville serves creamy grits, fried green tomatoes, and deviled eggs that guests rave about. Open daily at 8AM! Click the link to get your offer and visit soon because this special offer won’t last forever.

8440 Courthouse Square E, Douglasville, GA 30134","one, people, thing, get, u",,"**""Local food advocacy""**",Local food advocacy,No,Yes,No,No,FALSE,FALSE,FALSE,FALSE
400664419169925,"When you work at the BMO Climate Institute, there’s really only one type of month.🌎,When you work at the BMO Climate Institute, there’s really only one type of month.🌎","million, project, facility, year, site",,"**""Climate crisis advocacy""**",Public climate input,No,Yes,No,No,FALSE,FALSE,TRUE,TRUE
1031727751952380,"Say goodbye to outrageous electric bills if you own a home in these Illinois zips,Say goodbye to outrageous electric bills if you own a home in these Illinois zips","solar, panel, home, must, get","buying expensive, expensive solar, buying, zips, expensive, panels home, home zips, solar panels, panels, try buying","**""Energy cost alarm""**",Solar energy advocacy,No,No,Yes,Yes,FALSE,FALSE,TRUE,FALSE
1365980318016769,"Register for the FREE Soil Health Academy webinar by visiting go.osu.edu/soilacademy

We will be live from 9 a.m. to Noon Eastern on Thursday, June 26, 2025, or register now and watch the recording afterward on your schedule! 

Hear from experts from The Ohio State University, Tennessee State University, and the University of Vermont as they present on the following topics: Health Soil and Healthy Food; Soil Biology Implications for Soil Health; Making Soil Health Practical Across Regions; Management Practices and Soil Health; Soil Health Analysis; AI for Soil Health Interpretation & Management Strategies; and Actionable Soil Health Assessment: From Research to the Real World (topics subject to change).","food, waste, soil, sustainable, union","dairy, food, soil, milk, meat, agriculture, soil health, farming, cocoa, regenerative","**""Sustainable farming progress""**",Sustainable farming progress,Yes,No,Yes,Yes,TRUE,TRUE,TRUE,FALSE
3811679945827140,"Smash My Trash adds value to businesses across the country by eliminating unnecessary hauls, lowering waste spend, and improving your carbon footprint. 🌎 💪 💰","fire, production, war, living, wildfire","food waste, composting, compost, waste, food scraps, scraps, landfills, food, nutrient rich, recycling","**""Pro-recycling advocacy""**",Pro-recycling advocacy,No,No,No,No,FALSE,FALSE,FALSE,FALSE
2271602319844531,I’ll take on anyone to defend Montana’s way of life. Whether it’s bureaucrats in Washington trying to enact more dumb regulations or President Biden and Democrats trying to give people even more money without anything in return. I’m fighting to lower costs for Montana families.,"trump, president, administration, fight, back",,"**""Oil industry promotion""**",Energy cost alarm,Yes,No,No,No,TRUE,TRUE,FALSE,FALSE
1360175144900147,"As a Global Ministries EarthKeeper, you can lead creation care projects in your community, like:
🌱 Creating a community garden with healthy, locally-sourced foods.
☀️ Advocating for and implementing renewable energy practices.
🤲 Addressing environmental justice needs.

Apply before March 14 to be eligible to attend the next online training in May: https://umcmission.org/EarthKeepers/

#BeUMC","sustainable, initiative, committed, community, resource",,"**""Sustainable farming progress""**",Pro-forest climate action,Yes,Yes,No,No,FALSE,FALSE,FALSE,FALSE
1119726389898508,"Running a business is hard, but it's made even harder when the regulatory state actively works against a sector. Mining, oil & gas businesses have the lowest survival rate of any U.S. industry, impacting their ability to attract capital and seek risk. 

Alaskans rely on a healthy resource industry to provide jobs for families and revenue for our state. I'm looking forward to fighting for those jobs in the 119th Congress.","sustainable, initiative, committed, community, resource",,"**""Oil industry promotion""**",Oil industry promotion,No,Yes,Yes,Yes,FALSE,FALSE,FALSE,FALSE
1253126846326189,"Hi my name is Josh Lucas and I'm proud to announce that I'm running to be the next Mayor of Fort Worth—From the perspective of someone who was born and raised in Fort Worth we are a world class city, but we don't have world class leadership.  I’m an uncle, a Democrat, and someone deeply committed to protecting our democracy and our community from the rising tide of right-wing extremism.Fort Worth is now the 11th largest city in the U.S. and the seat of Tarrant County. It’s time we start leading with compassion, equity, and a vision for progress.

As your mayor, I’ll fight to attract businesses that create real jobs with fair wages and benefits for our residents. But economic growth means little if we ignore the systemic issues harming our community. Since 2017, our county jail—just across the street from Tarrant County Community College—has reported 69 deaths while in custody, this is unacceptable. As your mayor I’ll advocate for a Mental Health Crisis Emergency Center as part of a robust jail diversion program, ensuring that vulnerable people are treated with care, not locked away indefinitely. 

We’ll also invest in our youth by reforming our Juvenile Justice system, centering programs around Fort Worth’s rich cultural arts. Every child deserves opportunities for growth, creativity, and success—regardless of their zip code or family income. And let’s not forget the basics: fixing potholes, improving public transit, and building sustainable infrastructure. These aren’t partisan issues—they’re about serving our community effectively. 

Democratic leadership means prioritizing people over profits, equity over exclusion, and progress over stagnation. When we lift up the most vulnerable among us, we create a stronger, more united Fort Worth.

Together, we can build a city that reflects our shared values—a city where everyone has the chance to thrive, and y'all really means all.","city, resident, council, housing, community",,"**""Local civic engagement""**",Pro-childcare candidates,Yes,Yes,Yes,No,FALSE,FALSE,TRUE,TRUE
